Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
145020,KR7145020004,휴젤,KOSDAQ,우량기업부,236000,2,-5500,-2.28,235000,242000,233500,18897,4488129500,2903751788000,12304033,KSQ
383220,KR7383220001,F&F,KOSPI,,75500,2,-900,-1.18,74900,77300,74800,30702,2336924750,2892184162500,38307075,STK
139130,KR7139130009,iM금융지주,KOSPI,,18100,1,160,0.89,17590,18180,17570,216793,3894185580,2866377684800,158363408,STK
095340,KR7095340006,ISC,KOSDAQ,우량기업부,134100,2,-13100,-8.9,144300,145500,133000,84482,11656682600,2842525477800,21197058,KSQ
108490,KR7108490004,로보티즈,KOSDAQ,기술성장기업부,193300,2,-23200,-10.72,210500,211000,191300,133466,26350567350,2833976712400,14661028,KSQ
028670,KR7028670008,팬오션,KOSPI,,5300,3,0,0.0,5200,5390,5200,1410040,7495768110,2833218413600,534569512,STK
336260,KR7336260005,두산퓨얼셀,KOSPI,,43200,2,-2750,-5.98,46350,47400,42050,310746,13794709575,2829328963200,65493726,STK
347850,KR7347850000,디앤디파마텍,KOSDAQ,기술성장기업부,61100,2,-2900,-4.53,62100,64100,60500,512912,31787279950,2800677909900,45837609,KSQ
012750,KR7012750006,에스원,KOSPI,,73500,1,1400,1.94,71400,74400,71300,35825,2625681850,2792939583000,37999178,STK
069960,KR7069960003,현대백화점,KOSPI,,129250,2,-10350,-7.41,138200,143700,128100,93221,12420030550,2787264876000,21564912,STK
017800,KR7017800004,현대엘리베이터,KOSPI,,69200,2,-1200,-1.7,69200,70800,68300,57328,3983986250,2705193042000,39092385,STK
006360,KR7006360002,GS건설,KOSPI,,31475,2,-2925,-8.5,33350,34000,30400,2789363,88996288775,2693677397750,85581490,STK
302440,KR7302440003,SK바이오사이언스,KOSPI,,34100,1,450,1.34,33200,34650,33150,68928,2355493325,2675368457300,78456553,STK
004800,KR7004800009,효성,KOSPI,,158600,2,-2000,-1.25,157300,164500,156100,19269,3083829650,2655028550200,16740407,STK
011170,KR7011170008,롯데케미칼,KOSPI,,61200,2,-1600,-2.55,61600,62700,60800,36689,2258172300,2617855642800,42775419,STK
026960,KR7026960005,동서,KOSPI,,26250,1,400,1.55,25550,26500,25500,95065,2495880375,2617125000000,99700000,STK
009970,KR7009970005,영원무역홀딩스,KOSPI,,201500,1,4600,2.34,194600,204000,194000,9543,1904492650,2610194125500,12953817,STK
095610,KR7095610002,테스,KOSDAQ GLOBAL,우량기업부,132600,2,-21500,-13.95,155000,155100,131800,472672,65811256650,2567136000000,19360000,KSQ
005850,KR7005850003,에스엘,KOSPI,,54800,2,-2100,-3.69,56000,56300,53600,53260,2910152700,2545378896000,46448520,STK
178320,KR7178320008,서진시스템,KOSDAQ,중견기업부,39650,2,-2850,-6.71,41200,41400,38250,725793,28687297075,2523751722050,63650737,KSQ
084370,KR7084370006,유진테크,KOSDAQ,우량기업부,109600,2,-12800,-10.46,121100,121900,108300,122113,13728576450,2511598203200,22916042,KSQ
279570,KR7279570006,케이뱅크,KOSPI,,6190,2,-30,-0.48,6220,6300,5970,1331343,8209750065,2511252984690,405695151,STK
375500,KR7375500006,DL이앤씨,KOSPI,,64200,2,-1600,-2.43,64300,67100,63100,224866,14633693100,2484130596600,38693623,STK
003690,KR7003690005,코리안리,KOSPI,,14000,1,250,1.82,13610,14370,13610,157158,2218117180,2474094434000,176721031,STK
087010,KR7087010005,펩트론,KOSDAQ,기술성장기업부,106000,2,-2800,-2.57,106100,109700,104300,102722,10945972000,2471639100000,23317350,KSQ
450080,KR7450080007,에코프로머티,KOSPI,,34650,2,-2400,-6.48,35650,36100,34250,172160,6045988400,2453700595500,70813870,STK
080220,KR7080220007,제주반도체,KOSDAQ,우량기업부,71200,2,-9700,-11.99,79500,79500,70600,1081700,79748549950,2452329709600,34442833,KSQ
014680,KR7014680003,한솔케미칼,KOSPI,,222500,2,-13500,-5.72,230000,233000,219500,20278,4562400000,2450370027500,11012899,STK
237690,KR7237690003,에스티팜,KOSDAQ GLOBAL,우량기업부,116600,2,-1300,-1.1,115300,121900,115200,55819,6597257500,2434215990800,20876638,KSQ
018670,KR7018670000,SK가스,KOSPI,,262500,1,3000,1.16,256500,272000,254500,27408,7222834500,2430026550000,9257244,STK
009420,KR7009420001,한올바이오파마,KOSPI,,46250,2,-3400,-6.85,49050,49825,45250,261856,12419162725,2416129507500,52240638,STK
000240,KR7000240002,한국앤컴퍼니,KOSPI,,25350,2,-100,-0.39,25000,25700,25000,45796,1162501025,2406608334000,94935240,STK
008930,KR7008930000,한미사이언스,KOSPI,,34850,1,500,1.46,33950,35350,33750,108508,3782593275,2383445517500,68391550,STK
001720,KR7001720002,신영증권,KOSPI,,144600,2,-3200,-2.17,146800,149100,144100,3272,479194650,2377224000000,16440000,STK
161890,KR7161890009,한국콜마,KOSPI,,100700,2,-1700,-1.66,100500,105400,99400,109797,11121030550,2377031253900,23605077,STK
310210,KR7310210000,보로노이,KOSDAQ,기술성장기업부,128600,2,-4900,-3.67,128900,133200,127000,27974,3631802300,2368934041400,18420949,KSQ
081660,KR7081660003,미스토홀딩스,KOSPI,,44550,2,-800,-1.76,44700,45650,44200,75454,3383065175,2365241472000,53091840,STK
257720,KR7257720003,실리콘투,KOSDAQ,우량기업부,36000,2,-400,-1.1,35950,36550,35350,144894,5208464125,2360745072000,65576252,KSQ
004990,KR7004990008,롯데지주,KOSPI,,23400,1,50,0.21,23000,23900,23000,89776,2111332750,2332132358400,99663776,STK
226950,KR7226950004,올릭스,KOSDAQ GLOBAL,기술성장기업부,110400,2,-3400,-2.99,109500,117200,108900,133702,15142131000,2325338640000,21062850,KSQ
071970,KR7071970008,HD현대마린엔진,KOSPI,,68000,1,300,0.44,66700,70000,66200,177143,12045066400,2306661660000,33921495,STK
139480,KR7139480008,이마트,KOSPI,,83400,3,0,0.0,82300,84100,82300,54724,4555720900,2301491304600,27595819,STK
